product_name,product_id,description
Nike Air Ghost Racer,AT5410-003,"Designed for speed, stability and comfort, the Nike Air Ghost Racer was a hit 20 years ago—and now it's back in a stitch-for-stitch remake. And though it has all the same features as the original, it might be even better than you remember."
Nike ACG Air Terra Antarktik,BV6348-300,"Designed and tested in Oregon, the Nike ACG Antarktik is a ""jacket"" for your foot. Its tough ripstop upper combines with a GORE-TEX lining to help keep your foot dry. All-new lug details use hard rubber for traction in all conditions."
Nike Air Max 2 Light,CI3703-401,"Originally released in 1994, the Nike Air Max 2 Light returns as a near-exact replica of the iconic runner. A mesh and synthetic leather upper, moulded heel and vibrant Air Max unit honour the OG. The soft foam midsole optimises all-day comfort."
Nike Mercurial Superfly 7 Academy MG,AT7946-414,"Building on the forefoot plate innovation of the 6, the Nike Mercurial Superfly 7 Academy MG Boot adds a versatile multi-ground plate that provides traction on natural- and artificial-grass surfaces."
Nike AlphaDunk,BQ5401-001,"Join the hoops uprising in the AlphaDunk, one of Nike Basketball's bounciest game shoes to date. The revamped upper construction is light and supportive and a large cushioning unit spans nearly the entire forefoot, giving you all the responsiveness you can handle on the court."
Nike Daybreak SP,BV7725-500,"The Nike Daybreak SP marks the return of the 1979 original, featuring suede and nylon on the upper and old-school graphics on the tongue for a '70s runner-inspired look and feel."
Nike x MMW Joyride CC3 Setter,CU7623-002,"Alyx founder and creative director Matthew M. Williams is known for his ability to push fashion into new spaces. His angle is simple: Combine the influence of his life in New York and California with the latest innovations. The Nike x MMW Joyride CC3 Setter runs with that idea, bringing you to a world of cushioning and comfort."
Nike Air Max 95 SP,CK5669-400,"Taking inspiration from the human body, the Nike Air Max 95 SP mixes unbelievable comfort with running DNA. The iconic side panels represent muscles, while Nike Air in the heel and forefoot cushions your every step."
Nike SB Blazer Low GT,704939-103,"The Nike SB Blazer Low GT pairs a supportive feel with lightweight, responsive cushioning for everyday use. Just like Grant Taylor, it blends contemporary style with old-school traditions."
LeBron 17 Monstars,CD5050-400,"The Monstars have crash-landed in the Windy City, prepared to strip us of some of our greatest hardwood heroes. With the game in danger, who can Bugs and the Tune Squad turn to? Who other than The King himself, LeBron James, poised to dash the hopes and dreams of Mr Swackhammer and any team that stands in his way? The LeBron 17 Monstars is here just in time for All-Star in Chicago, where LeBron is ready to represent the Tune Squad and all that is great about the sport of basketball."
Kyrie 5 x Bandulu,CK5836-100,"Designed in collaboration with Pat Peltier, the mind behind up-cycled vintage label Bandulu, the Kyrie 5 x Bandulu explores process, approach and technique. The brand's signature paint splatters give the shoe an expression that speaks to Kyrie's creativity and dedication to his craft—on and off the court."
Nike Air Max Impact,CI1396-600,"The Nike Air Max Impact infuses bold, expressive details into a design that's a beast on the court. Responsive cushioning helps soften hard landings, while the moulded heel clip and dual-strap system combine for a lightweight, locked-in feel."
Nike Air Max 90 QS,CD0916-001,"Originally designed by Tinker Hatfield in 1990, the Air Max 90 has been re-imagined. Widely considered one of the biggest cross-cultural icons of the early '00s, this iteration pays tribute to the influential 2003 ""Snakeskin"" release with premium materials and a bold twist on the original."
Nike React Element 55 SE,BV1507-001,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, then places it all on Nike React technology."
Jordan Proto-Max 720,BQ6623-070,"Inspired by outer space flight, the Jordan Proto-Max 720 provides all-day comfort with a future-forward look. An outer shroud covers the sock-like bootie construction, while Nike Air cushions every step."
Nike Phantom Vision 2 Academy Dynamic Fit MG,CD4156-606,"The Nike Phantom Vision 2 Academy Dynamic Fit MG brings a new level of fierce precision to the pitch. A foot-hugging inner sleeve is concealed in a NIKESKIN upper to create a boot for the finishers, the providers and the battlers of today's game."
Nike React Element 55 SE,CI3831-200,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, adds reflective graphics, then places it all on Nike React technology."
Nike Air Max2 Light,AO1741-003,"Originally released in 1994, the Nike Air Max2 Light returns as a near-exact replica of the iconic runner with style for the street. Its mesh and synthetic upper, moulded heel and Max Air unit honour the OG, while the soft foam midsole optimises all-day comfort."
Nike Air Max 270,AH8050-100,"Nike's first lifestyle Air Max lets you greet the streets with the soft, smooth and resilient ride of the Nike Air Max 270. The design draws inspiration from the Air Max pantheon, showcasing Nike's greatest innovation with its large window and fresh array of colours."
Nike Phantom Vision 2 Club Dynamic Fit MG,CD4159-606,"The Nike Phantom Vision 2 Club Dynamic Fit MG brings fierce precision to the pitch. A foot-hugging inner sleeve is concealed in textured leather for comfortable, precise touch."
Nike Air Force 1 '07 LV8,CK4363-100,The Nike Air Force 1 '07 LV8 has the same hoops-inspired performance of the '82 OG plus fresh new patterns for a sleek look that turns heads.
Nike Air Max 90,CN8490-100,"Nothing as fly, nothing as comfortable, nothing as proven. The Nike Air Max 90 stays true to its OG running roots with the iconic Waffle sole, stitched overlays and classic TPU details. Classic colours celebrate your fresh look while Max Air cushioning adds comfort to the journey."
Nike Free RN 5.0 2020,CI9921-001,"The Nike Free RN 5.0 2020 is the latest leap forwards in the evolution of the Free. Secure lacing mixes with a seamless design for a snug, flexible fit. Lighter and closer to the ground than previous versions, it gives you a ""barefoot"" feel for your shorter runs."
Nike Phantom Vision Academy Dynamic Fit TF,AO3269-717,"The Nike Phantom Vision Academy Dynamic Fit TF Artificial Turf Football Boot provides the precise touch to win small-sided glory, wherever the game finds you. Webbing on the laces provides lockdown while a textured instep is always ready to receive, turn and score."
Nike ACG MOC 3.0,CI9367-301,"Trail-ready traction makes the Nike ACG Moc 3.0 a go-to for your next outdoor adventure. Designed and tested in Oregon, it features a sticky rubber heel and toe tip."
Nike Mercurial Vapor 13 Academy Neymar Jr. MG,AT7960-104,The Nike Mercurial Vapor 13 Academy Neymar Jr. MG is built for fast play and adds a versatile multi-ground plate that provides traction on natural- and artificial-grass surfaces.
Nike Air DSVM,AT8179-100,The lightweight Nike Air DSVM gives you all-day comfort and street-ready style in a modern take on a classic silhouette. An adjustable strap lets you change up the fit for a look that's sure to turn heads.
Nike x Carhartt WIP Air Max 95,AV3866-001,The Nike x Carhartt WIP Air Max 95 features reflective details and neon pops of colour. Carhartt WIP materials help construct the durable upper of a new take on the first sneaker with visible forefoot Nike Air.
Nike Odyssey React Flyknit 2,AH1015-010,"The Nike Odyssey React Flyknit 2 provides a strategic combination of lightweight Flyknit construction and synthetic material for support. Underfoot, Nike React cushioning delivers a soft, springy ride for a route that begs to be crushed."
Nike Tiempo Legend 8 Elite FG,AT5293-004,The Nike Tiempo Legend 8 Elite FG takes the legendary touch of premium kangaroo leather and adds foot-hugging Quad-Fit mesh in the lining and a wrap-around Flyknit tongue that feels supportive under your arch.
Nike Mercurial Superfly 7 Club MG,AT7949-606,The Nike Mercurial Superfly 7 Club MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.
Nike Joyride CC3 Setter,AT6395-002,"Lounge wherever you go and let the Nike Joyride CC3 Setter take you into a new world of comfort. It places your feet directly on soft foam and innovative bead-pods for extra comfort, while exaggerated textures add unrivalled depth to your edgy attitude."
Nike Renew Run,CK6357-005,"The Nike Renew Run keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go."
Nike React Ianga,AV5555-001,"The Nike React Ianga takes elements from a jungle boot and mixes them with modern, technical details. Part of the 10th Collection, this shoe is a unique, military-inspired expression of the React family."
Air Jordan 10 Retro,310805-137,"Featuring soft, lightweight cushioning, the Air Jordan 10 Retro offers performance-inspired comfort with iconic Air Jordan detailing."
Air Jordan 12 Retro,130690-017,"An all-time favourite among players and sneakerheads, the Air Jordan 12 Retro features full-length Zoom Air cushioning and full-grain leather styled with distinct radial stitch lines."
